experiment name	ranking_confidence	receptor	propeptide	peptide
EPOR_HUMAN_VTX-0863485_20_125_13982528712754417	0.7906820589109542	EPOR_HUMAN	VTX-0863485	VTX-0863485_20_125
EPOR_HUMAN_VTX-0864497_24_138_13982528712754417	0.7549705590408946	EPOR_HUMAN	VTX-0864497	VTX-0864497_24_138
LFA3_HUMAN_VTX-0021927_27_86_13982528712754417	0.7821593872382354	LFA3_HUMAN	VTX-0021927	VTX-0021927_27_86
TNR1A_HUMAN_SCG2_HUMAN_267_281_13982528712754417	0.8248497136053753	TNR1A_HUMAN	SCG2_HUMAN	SCG2_HUMAN_267_281
TNR1A_HUMAN_VTX-0013820_24_95_13982528712754417	0.7797271098853361	TNR1A_HUMAN	VTX-0013820	VTX-0013820_24_95
TNR1A_HUMAN_VTX-0865827_28_133_13982528712754417	0.7556058552634074	TNR1A_HUMAN	VTX-0865827	VTX-0865827_28_133
TNR1A_HUMAN_VTX-0864838_18_180_13982528712754417	0.756869538357202	TNR1A_HUMAN	VTX-0864838	VTX-0864838_18_180
GGT1_HUMAN_APOA2_HUMAN_22_44_13982528712754417	0.8809521809871038	GGT1_HUMAN	APOA2_HUMAN	APOA2_HUMAN_22_44
CD33_HUMAN_VTX-0867893_40_95_13982528712754417	0.7560920249267455	CD33_HUMAN	VTX-0867893	VTX-0867893_40_95
CD33_HUMAN_VTX-0851262_22_152_13982528712754417	0.7639849272791338	CD33_HUMAN	VTX-0851262	VTX-0851262_22_152
CD33_HUMAN_VTX-0866104_28_129_13982528712754417	0.7895899954399525	CD33_HUMAN	VTX-0866104	VTX-0866104_28_129
CD33_HUMAN_VTX-0863485_20_125_13982528712754417	0.7858410135336188	CD33_HUMAN	VTX-0863485	VTX-0863485_20_125
TNR1B_HUMAN_SCG2_HUMAN_267_281_13982528712754417	0.7630383517396848	TNR1B_HUMAN	SCG2_HUMAN	SCG2_HUMAN_267_281
ANPRB_HUMAN_VTX-0858580_22_33_13982528712754417	0.8157002252112734	ANPRB_HUMAN	VTX-0858580	VTX-0858580_22_33
MAG_HUMAN_NICOL_HUMAN_73_95_13982528712754417	0.7820611228536696	MAG_HUMAN	NICOL_HUMAN	NICOL_HUMAN_73_95
MAG_HUMAN_VTX-0862202_23_158_13982528712754417	0.8219140759505676	MAG_HUMAN	VTX-0862202	VTX-0862202_23_158
SCF_HUMAN_VTX-0862202_23_158_13982528712754417	0.8197246250394888	SCF_HUMAN	VTX-0862202	VTX-0862202_23_158
FGFR2_HUMAN_VTX-0865827_28_133_13982528712754417	0.7692089714569598	FGFR2_HUMAN	VTX-0865827	VTX-0865827_28_133
ERBB3_HUMAN_SCG2_HUMAN_300_316_13982528712754417	0.7546338679010656	ERBB3_HUMAN	SCG2_HUMAN	SCG2_HUMAN_300_316
COMT_HUMAN_7B2_HUMAN_167_176_13982528712754417	0.769470869097207	COMT_HUMAN	7B2_HUMAN	7B2_HUMAN_167_176
COMT_HUMAN_SCG2_HUMAN_300_316_13982528712754417	0.8373790856921126	COMT_HUMAN	SCG2_HUMAN	SCG2_HUMAN_300_316
COMT_HUMAN_SMS_HUMAN_70_87_13982528712754417	0.8676228478031478	COMT_HUMAN	SMS_HUMAN	SMS_HUMAN_70_87
COMT_HUMAN_VTX-0085107_38_91_13982528712754417	0.7517129678549028	COMT_HUMAN	VTX-0085107	VTX-0085107_38_91
COMT_HUMAN_VTX-0019047_23_49_13982528712754417	0.7903625664400841	COMT_HUMAN	VTX-0019047	VTX-0019047_23_49
COMT_HUMAN_VTX-0859974_16_28_13982528712754417	0.8635310724309726	COMT_HUMAN	VTX-0859974	VTX-0859974_16_28
COMT_HUMAN_SMS_HUMAN_70_87_13982528712754417	0.8676228478031478	COMT_HUMAN	SMS_HUMAN	SMS_HUMAN_70_87
COMT_HUMAN_VTX-0864359_156_170_13982528712754417	0.8166322966140174	COMT_HUMAN	VTX-0864359	VTX-0864359_156_170
COMT_HUMAN_VTX-0866104_28_72_13982528712754417	0.8044074902389368	COMT_HUMAN	VTX-0866104	VTX-0866104_28_72
COMT_HUMAN_VTX-0006555_28_72_13982528712754417	0.8038311355626506	COMT_HUMAN	VTX-0006555	VTX-0006555_28_72
ENPP1_HUMAN_VTX-0616304_33_43_13982528712754417	0.7760855154299624	ENPP1_HUMAN	VTX-0616304	VTX-0616304_33_43
FGFR3_HUMAN_VTX-0865827_28_133_13982528712754417	0.7812985004836641	FGFR3_HUMAN	VTX-0865827	VTX-0865827_28_133
FGFR3_HUMAN_VTX-0867859_6_20_13982528712754417	0.7645082176561145	FGFR3_HUMAN	VTX-0867859	VTX-0867859_6_20
KELL_HUMAN_VTX-0006178_27_84_13982528712754417	0.7644737345813675	KELL_HUMAN	VTX-0006178	VTX-0006178_27_84
TNFL4_HUMAN_CMGA_HUMAN_342_355_13982528712754417	0.7650685853379049	TNFL4_HUMAN	CMGA_HUMAN	CMGA_HUMAN_342_355
TNFL4_HUMAN_VTX-0001905_19_95_13982528712754417	0.7882336526603041	TNFL4_HUMAN	VTX-0001905	VTX-0001905_19_95
TNFL4_HUMAN_VTX-0865827_77_133_13982528712754417	0.7650856878954702	TNFL4_HUMAN	VTX-0865827	VTX-0865827_77_133
TNFL4_HUMAN_VTX-0865827_77_108_13982528712754417	0.8152226766207082	TNFL4_HUMAN	VTX-0865827	VTX-0865827_77_108
TNFL4_HUMAN_VTX-0864838_18_180_13982528712754417	0.7893499414305906	TNFL4_HUMAN	VTX-0864838	VTX-0864838_18_180
FCAR_HUMAN_VTX-0238530_24_169_13982528712754417	0.7616324142487199	FCAR_HUMAN	VTX-0238530	VTX-0238530_24_169
FCAR_HUMAN_VTX-0864359_156_170_13982528712754417	0.8487139454177884	FCAR_HUMAN	VTX-0864359	VTX-0864359_156_170
IL4RA_HUMAN_VTX-0864838_18_180_13982528712754417	0.7717643536784413	IL4RA_HUMAN	VTX-0864838	VTX-0864838_18_180
TNR6_HUMAN_SMS_HUMAN_70_87_13982528712754417	0.7695201587166595	TNR6_HUMAN	SMS_HUMAN	SMS_HUMAN_70_87
TNR6_HUMAN_SMS_HUMAN_70_87_13982528712754417	0.7695201587166595	TNR6_HUMAN	SMS_HUMAN	SMS_HUMAN_70_87
ITB8_HUMAN_VTX-0863485_20_125_13982528712754417	0.7526108077565625	ITB8_HUMAN	VTX-0863485	VTX-0863485_20_125
NKG2A_HUMAN_SMS_HUMAN_70_87_13982528712754417	0.760977795868295	NKG2A_HUMAN	SMS_HUMAN	SMS_HUMAN_70_87
NKG2A_HUMAN_SMS_HUMAN_70_87_13982528712754417	0.760977795868295	NKG2A_HUMAN	SMS_HUMAN	SMS_HUMAN_70_87
NKG2A_HUMAN_VTX-0027325_23_100_13982528712754417	0.8236815995574446	NKG2A_HUMAN	VTX-0027325	VTX-0027325_23_100
NKG2C_HUMAN_VTX-0027325_23_100_13982528712754417	0.8563793636885408	NKG2C_HUMAN	VTX-0027325	VTX-0027325_23_100
NKG2C_HUMAN_VTX-0006555_28_108_13982528712754417	0.7573596697689247	NKG2C_HUMAN	VTX-0006555	VTX-0006555_28_108
NKG2D_HUMAN_VTX-0375017_24_34_13982528712754417	0.7690265201675827	NKG2D_HUMAN	VTX-0375017	VTX-0375017_24_34
NKG2D_HUMAN_VTX-0866104_103_127_13982528712754417	0.7732652774285054	NKG2D_HUMAN	VTX-0866104	VTX-0866104_103_127
NKG2D_HUMAN_VTX-0864497_24_138_13982528712754417	0.7562033433830119	NKG2D_HUMAN	VTX-0864497	VTX-0864497_24_138
IL3RA_HUMAN_VTX-0027657_67_83_13982528712754417	0.7718903215252837	IL3RA_HUMAN	VTX-0027657	VTX-0027657_67_83
DPP4_HUMAN_VTX-0859974_20_28_13982528712754417	0.7582393540747872	DPP4_HUMAN	VTX-0859974	VTX-0859974_20_28
DPP4_HUMAN_VTX-0859974_18_27_13982528712754417	0.7681408610946237	DPP4_HUMAN	VTX-0859974	VTX-0859974_18_27
DPP4_HUMAN_VTX-0850824_18_19_13982528712754417	0.7821140565475692	DPP4_HUMAN	VTX-0850824	VTX-0850824_18_19
DPP4_HUMAN_VTX-0866650_24_29_13982528712754417	0.7611412265021782	DPP4_HUMAN	VTX-0866650	VTX-0866650_24_29
DPP4_HUMAN_VTX-0017113_22_114_13982528712754417	0.7539128688550836	DPP4_HUMAN	VTX-0017113	VTX-0017113_22_114
IL1R2_HUMAN_VTX-0863485_20_125_13982528712754417	0.7944269186756878	IL1R2_HUMAN	VTX-0863485	VTX-0863485_20_125
CD38_HUMAN_SCG2_HUMAN_290_340_13982528712754417	0.7823583025419023	CD38_HUMAN	SCG2_HUMAN	SCG2_HUMAN_290_340
CD38_HUMAN_SCG1_HUMAN_21_61_13982528712754417	0.7840445974241537	CD38_HUMAN	SCG1_HUMAN	SCG1_HUMAN_21_61
CD38_HUMAN_VTX-0864497_95_138_13982528712754417	0.7641526413766275	CD38_HUMAN	VTX-0864497	VTX-0864497_95_138
CD38_HUMAN_VTX-0019047_23_97_13982528712754417	0.7502746932269417	CD38_HUMAN	VTX-0019047	VTX-0019047_23_97
CD38_HUMAN_VTX-0039357_26_140_13982528712754417	0.7530298898505431	CD38_HUMAN	VTX-0039357	VTX-0039357_26_140
CD38_HUMAN_VTX-0025544_21_141_13982528712754417	0.8016096496304557	CD38_HUMAN	VTX-0025544	VTX-0025544_21_141
CD1B_HUMAN_SCG1_HUMAN_655_676_13982528712754417	0.7812941882266499	CD1B_HUMAN	SCG1_HUMAN	SCG1_HUMAN_655_676
CD1B_HUMAN_SCG1_HUMAN_655_675_13982528712754417	0.7677921296370915	CD1B_HUMAN	SCG1_HUMAN	SCG1_HUMAN_655_675
CD1B_HUMAN_VTX-0862202_23_158_13982528712754417	0.8361992841606692	CD1B_HUMAN	VTX-0862202	VTX-0862202_23_158
CD1B_HUMAN_VTX-0866980_21_170_13982528712754417	0.8333471999762689	CD1B_HUMAN	VTX-0866980	VTX-0866980_21_170
EPHA8_HUMAN_SCG2_HUMAN_300_316_13982528712754417	0.7537836016095469	EPHA8_HUMAN	SCG2_HUMAN	SCG2_HUMAN_300_316
EPHA8_HUMAN_VTX-0864124_24_87_13982528712754417	0.7719175321323749	EPHA8_HUMAN	VTX-0864124	VTX-0864124_24_87
LTK_HUMAN_VTX-0015382_28_129_13982528712754417	0.7521141170812	LTK_HUMAN	VTX-0015382	VTX-0015382_28_129
CD6_HUMAN_SCG3_HUMAN_426_468_13982528712754417	0.7651237428924474	CD6_HUMAN	SCG3_HUMAN	SCG3_HUMAN_426_468
CD6_HUMAN_NUCB1_HUMAN_368_385_13982528712754417	0.7524947567524136	CD6_HUMAN	NUCB1_HUMAN	NUCB1_HUMAN_368_385
CD6_HUMAN_VTX-0862202_23_158_13982528712754417	0.7865283527669227	CD6_HUMAN	VTX-0862202	VTX-0862202_23_158
CD6_HUMAN_VTX-0865827_28_133_13982528712754417	0.8736880310019027	CD6_HUMAN	VTX-0865827	VTX-0865827_28_133
HLAF_HUMAN_VTX-0850636_22_44_13982528712754417	0.7551816913169297	HLAF_HUMAN	VTX-0850636	VTX-0850636_22_44
HLAF_HUMAN_VTX-0866413_170_189_13982528712754417	0.7549270796877527	HLAF_HUMAN	VTX-0866413	VTX-0866413_170_189
HLAF_HUMAN_VTX-0867893_40_95_13982528712754417	0.7595961472606361	HLAF_HUMAN	VTX-0867893	VTX-0867893_40_95
HLAF_HUMAN_VTX-0870277_97_148_13982528712754417	0.7951456537066364	HLAF_HUMAN	VTX-0870277	VTX-0870277_97_148
HLAF_HUMAN_VTX-0864964_27_194_13982528712754417	0.7710462783320337	HLAF_HUMAN	VTX-0864964	VTX-0864964_27_194
UFO_HUMAN_GRN_HUMAN_18_44_13982528712754417	0.838402915905936	UFO_HUMAN	GRN_HUMAN	GRN_HUMAN_18_44
UFO_HUMAN_VTX-0867893_40_95_13982528712754417	0.7723562651006146	UFO_HUMAN	VTX-0867893	VTX-0867893_40_95
UFO_HUMAN_VTX-0865461_53_63_13982528712754417	0.754667297135666	UFO_HUMAN	VTX-0865461	VTX-0865461_53_63
IL2RG_HUMAN_VTX-0085107_21_36_13982528712754417	0.7740188607652991	IL2RG_HUMAN	VTX-0085107	VTX-0085107_21_36
IL2RG_HUMAN_VTX-0859974_16_28_13982528712754417	0.853405961751855	IL2RG_HUMAN	VTX-0859974	VTX-0859974_16_28
IL2RG_HUMAN_GRN_HUMAN_18_44_13982528712754417	0.8363678655232134	IL2RG_HUMAN	GRN_HUMAN	GRN_HUMAN_18_44
IL2RG_HUMAN_TKN1_HUMAN_111_126_13982528712754417	0.8002973473366205	IL2RG_HUMAN	TKN1_HUMAN	TKN1_HUMAN_111_126
IL2RG_HUMAN_VTX-0006178_27_84_13982528712754417	0.8070003458439604	IL2RG_HUMAN	VTX-0006178	VTX-0006178_27_84
IL2RG_HUMAN_VTX-0027325_23_100_13982528712754417	0.7713927371905754	IL2RG_HUMAN	VTX-0027325	VTX-0027325_23_100
FCG2B_HUMAN_VTX-0033912_31_45_13982528712754417	0.7901668582371623	FCG2B_HUMAN	VTX-0033912	VTX-0033912_31_45
FCG2B_HUMAN_VTX-0017112_22_114_13982528712754417	0.7579823323672717	FCG2B_HUMAN	VTX-0017112	VTX-0017112_22_114
FCG2C_HUMAN_VTX-0033912_31_45_13982528712754417	0.7571193696044372	FCG2C_HUMAN	VTX-0033912	VTX-0033912_31_45
FCG2C_HUMAN_VTX-0864359_158_170_13982528712754417	0.7834082799384255	FCG2C_HUMAN	VTX-0864359	VTX-0864359_158_170
FCG2C_HUMAN_VTX-0017113_22_114_13982528712754417	0.7652536242922783	FCG2C_HUMAN	VTX-0017113	VTX-0017113_22_114
DSG3_HUMAN_VTX-0864964_27_194_13982528712754417	0.777528690827216	DSG3_HUMAN	VTX-0864964	VTX-0864964_27_194
CD70_HUMAN_VTX-0866980_21_170_13982528712754417	0.7542601582892489	CD70_HUMAN	VTX-0866980	VTX-0866980_21_170
TNFL8_HUMAN_GRN_HUMAN_18_44_13982528712754417	0.8941908088828002	TNFL8_HUMAN	GRN_HUMAN	GRN_HUMAN_18_44
TNFL8_HUMAN_SCG1_HUMAN_21_61_13982528712754417	0.763903069558521	TNFL8_HUMAN	SCG1_HUMAN	SCG1_HUMAN_21_61
TNFL8_HUMAN_VTX-0869613_28_177_13982528712754417	0.7598627209314719	TNFL8_HUMAN	VTX-0869613	VTX-0869613_28_177
CD68_HUMAN_VTX-0616304_33_43_13982528712754417	0.8212662135693143	CD68_HUMAN	VTX-0616304	VTX-0616304_33_43
CD68_HUMAN_VTX-0001904_22_90_13982528712754417	0.8436242157604348	CD68_HUMAN	VTX-0001904	VTX-0001904_22_90
CD68_HUMAN_VTX-0866104_28_129_13982528712754417	0.7787883871110381	CD68_HUMAN	VTX-0866104	VTX-0866104_28_129
CD68_HUMAN_VTX-0866104_75_83_13982528712754417	0.8555500434680351	CD68_HUMAN	VTX-0866104	VTX-0866104_75_83
CD68_HUMAN_VTX-0021927_27_86_13982528712754417	0.8467342658547963	CD68_HUMAN	VTX-0021927	VTX-0021927_27_86
EVI2B_HUMAN_VTX-0865461_26_125_13982528712754417	0.7738431447896166	EVI2B_HUMAN	VTX-0865461	VTX-0865461_26_125
RYK_HUMAN_7B2_HUMAN_167_176_13982528712754417	0.7917578400417551	RYK_HUMAN	7B2_HUMAN	7B2_HUMAN_167_176
RYK_HUMAN_VTX-0864359_156_170_13982528712754417	0.7522665654585525	RYK_HUMAN	VTX-0864359	VTX-0864359_156_170
TIE1_HUMAN_VTX-0865827_111_133_13982528712754417	0.7685793659442118	TIE1_HUMAN	VTX-0865827	VTX-0865827_111_133
VGFR3_HUMAN_VTX-0039357_26_63_13982528712754417	0.762597464679006	VGFR3_HUMAN	VTX-0039357	VTX-0039357_26_63
VGFR3_HUMAN_VTX-0866980_21_170_13982528712754417	0.7648711911403425	VGFR3_HUMAN	VTX-0866980	VTX-0866980_21_170
VGFR3_HUMAN_VTX-0865827_28_133_13982528712754417	0.8136379890905043	VGFR3_HUMAN	VTX-0865827	VTX-0865827_28_133
GGT5_HUMAN_VTX-0868490_19_26_13982528712754417	0.7780686720671679	GGT5_HUMAN	VTX-0868490	VTX-0868490_19_26
FLT3_HUMAN_VTX-0863762_20_169_13982528712754417	0.7646920449845656	FLT3_HUMAN	VTX-0863762	VTX-0863762_20_169
BMR1A_HUMAN_VTX-0865461_53_125_13982528712754417	0.7707513891368454	BMR1A_HUMAN	VTX-0865461	VTX-0865461_53_125
ACVL1_HUMAN_SMS_HUMAN_70_87_13982528712754417	0.7895833847574564	ACVL1_HUMAN	SMS_HUMAN	SMS_HUMAN_70_87
ACVL1_HUMAN_SMS_HUMAN_70_87_13982528712754417	0.7895833847574564	ACVL1_HUMAN	SMS_HUMAN	SMS_HUMAN_70_87
ACVL1_HUMAN_VTX-0039357_26_140_13982528712754417	0.7794617114343207	ACVL1_HUMAN	VTX-0039357	VTX-0039357_26_140
TGFR2_HUMAN_VTX-0867893_40_95_13982528712754417	0.7707524607106011	TGFR2_HUMAN	VTX-0867893	VTX-0867893_40_95
INGR2_HUMAN_VTX-0331059_19_32_13982528712754417	0.795297457762856	INGR2_HUMAN	VTX-0331059	VTX-0331059_19_32
ITAE_HUMAN_VTX-0864964_27_194_13982528712754417	0.8431492838805117	ITAE_HUMAN	VTX-0864964	VTX-0864964_27_194
IL6RB_HUMAN_VTX-0006177_24_129_13982528712754417	0.7968377627804138	IL6RB_HUMAN	VTX-0006177	VTX-0006177_24_129
IL6RB_HUMAN_VTX-0006178_27_84_13982528712754417	0.768325342420021	IL6RB_HUMAN	VTX-0006178	VTX-0006178_27_84
IL6RB_HUMAN_VTX-0867893_40_95_13982528712754417	0.8018640144017148	IL6RB_HUMAN	VTX-0867893	VTX-0867893_40_95
GPV_HUMAN_VTX-0085107_21_36_13982528712754417	0.7702611593621855	GPV_HUMAN	VTX-0085107	VTX-0085107_21_36
GPV_HUMAN_VTX-0315807_24_48_13982528712754417	0.7928955174571755	GPV_HUMAN	VTX-0315807	VTX-0315807_24_48
GPV_HUMAN_VTX-0859974_16_28_13982528712754417	0.8577513182004084	GPV_HUMAN	VTX-0859974	VTX-0859974_16_28
GPV_HUMAN_VTX-0033912_31_45_13982528712754417	0.8147093991434707	GPV_HUMAN	VTX-0033912	VTX-0033912_31_45
GPV_HUMAN_VTX-0859974_18_27_13982528712754417	0.8985083098247149	GPV_HUMAN	VTX-0859974	VTX-0859974_18_27
GPV_HUMAN_VTX-0866104_75_83_13982528712754417	0.8367135635291705	GPV_HUMAN	VTX-0866104	VTX-0866104_75_83
GPV_HUMAN_VTX-0864964_27_194_13982528712754417	0.7610155332770743	GPV_HUMAN	VTX-0864964	VTX-0864964_27_194
CEAM3_HUMAN_VTX-0865461_66_125_13982528712754417	0.7723903777020353	CEAM3_HUMAN	VTX-0865461	VTX-0865461_66_125
CEAM3_HUMAN_VTX-0006555_28_108_13982528712754417	0.8091568678755521	CEAM3_HUMAN	VTX-0006555	VTX-0006555_28_108
TPOR_HUMAN_VTX-0576503_12_36_13982528712754417	0.7597392445273683	TPOR_HUMAN	VTX-0576503	VTX-0576503_12_36
TPOR_HUMAN_VTX-0863485_20_125_13982528712754417	0.7586160646008625	TPOR_HUMAN	VTX-0863485	VTX-0863485_20_125
OX2G_HUMAN_VTX-0864359_158_170_13982528712754417	0.7636496361942235	OX2G_HUMAN	VTX-0864359	VTX-0864359_158_170
OX2G_HUMAN_VTX-0864838_18_180_13982528712754417	0.8060797655699827	OX2G_HUMAN	VTX-0864838	VTX-0864838_18_180
TNFL9_HUMAN_SMS_HUMAN_70_87_13982528712754417	0.8043191181188193	TNFL9_HUMAN	SMS_HUMAN	SMS_HUMAN_70_87
TNFL9_HUMAN_SMS_HUMAN_70_87_13982528712754417	0.8043191181188193	TNFL9_HUMAN	SMS_HUMAN	SMS_HUMAN_70_87
TNFL9_HUMAN_VTX-0001905_19_95_13982528712754417	0.8284819006944293	TNFL9_HUMAN	VTX-0001905	VTX-0001905_19_95
TNFL9_HUMAN_VTX-0006555_28_72_13982528712754417	0.7682652950018901	TNFL9_HUMAN	VTX-0006555	VTX-0006555_28_72
CD86_HUMAN_GRP_HUMAN_83_93_13982528712754417	0.806567020688246	CD86_HUMAN	GRP_HUMAN	GRP_HUMAN_83_93
CD86_HUMAN_NUCB1_HUMAN_368_385_13982528712754417	0.8697494233066327	CD86_HUMAN	NUCB1_HUMAN	NUCB1_HUMAN_368_385
CD86_HUMAN_VTX-0006555_75_79_13982528712754417	0.8909768851361176	CD86_HUMAN	VTX-0006555	VTX-0006555_75_79
CD86_HUMAN_VTX-0865330_27_95_13982528712754417	0.8058090218448808	CD86_HUMAN	VTX-0865330	VTX-0865330_27_95
DPP6_HUMAN_DEF1_HUMAN_26_60_13982528712754417	0.776283719606886	DPP6_HUMAN	DEF1_HUMAN	DEF1_HUMAN_26_60
DPP6_HUMAN_VTX-0865521_22_87_13982528712754417	0.7767813813225283	DPP6_HUMAN	VTX-0865521	VTX-0865521_22_87
LIFR_HUMAN_VTX-0865521_90_106_13982528712754417	0.7634545313903771	LIFR_HUMAN	VTX-0865521	VTX-0865521_90_106
LIFR_HUMAN_VTX-0021927_27_86_13982528712754417	0.7604748808015952	LIFR_HUMAN	VTX-0021927	VTX-0021927_27_86
ECE1_HUMAN_SCG2_HUMAN_290_340_13982528712754417	0.7903489048582858	ECE1_HUMAN	SCG2_HUMAN	SCG2_HUMAN_290_340
ECE1_HUMAN_VTX-0315807_24_48_13982528712754417	0.8203203340598588	ECE1_HUMAN	VTX-0315807	VTX-0315807_24_48
ECE1_HUMAN_TKN1_HUMAN_111_118_13982528712754417	0.7910938053820157	ECE1_HUMAN	TKN1_HUMAN	TKN1_HUMAN_111_118
MUC18_HUMAN_VTX-0867893_20_96_13982528712754417	0.8197280484449823	MUC18_HUMAN	VTX-0867893	VTX-0867893_20_96
MUC18_HUMAN_VTX-0867893_40_95_13982528712754417	0.7827667110753609	MUC18_HUMAN	VTX-0867893	VTX-0867893_40_95
TNR4_HUMAN_SCG3_HUMAN_426_468_13982528712754417	0.7918025153144213	TNR4_HUMAN	SCG3_HUMAN	SCG3_HUMAN_426_468
TNR4_HUMAN_SMS_HUMAN_70_87_13982528712754417	0.7716937096649434	TNR4_HUMAN	SMS_HUMAN	SMS_HUMAN_70_87
TNR4_HUMAN_SMS_HUMAN_70_87_13982528712754417	0.7716937096649434	TNR4_HUMAN	SMS_HUMAN	SMS_HUMAN_70_87
TNR4_HUMAN_VTX-0021927_27_86_13982528712754417	0.8199058617641284	TNR4_HUMAN	VTX-0021927	VTX-0021927_27_86
KI2L1_HUMAN_GRN_HUMAN_18_44_13982528712754417	0.8026540610950967	KI2L1_HUMAN	GRN_HUMAN	GRN_HUMAN_18_44
KI2L1_HUMAN_VTX-0039357_26_63_13982528712754417	0.7609574064950834	KI2L1_HUMAN	VTX-0039357	VTX-0039357_26_63
KI2L1_HUMAN_VTX-0866104_28_129_13982528712754417	0.7646407559054214	KI2L1_HUMAN	VTX-0866104	VTX-0866104_28_129
KI2L1_HUMAN_VTX-0006555_28_108_13982528712754417	0.787328315650489	KI2L1_HUMAN	VTX-0006555	VTX-0006555_28_108
KI2L1_HUMAN_VTX-0006555_82_108_13982528712754417	0.7871800717334332	KI2L1_HUMAN	VTX-0006555	VTX-0006555_82_108
KI2L3_HUMAN_SCG3_HUMAN_35_52_13982528712754417	0.786861786088914	KI2L3_HUMAN	SCG3_HUMAN	SCG3_HUMAN_35_52
KI2L3_HUMAN_GDF15_HUMAN_108_121_13982528712754417	0.7661069281615467	KI2L3_HUMAN	GDF15_HUMAN	GDF15_HUMAN_108_121
KI2L3_HUMAN_NUCB1_HUMAN_368_385_13982528712754417	0.7868209733108306	KI2L3_HUMAN	NUCB1_HUMAN	NUCB1_HUMAN_368_385
KI2L3_HUMAN_NUCB1_HUMAN_388_398_13982528712754417	0.8106039051073172	KI2L3_HUMAN	NUCB1_HUMAN	NUCB1_HUMAN_388_398
KI2L3_HUMAN_VTX-0859974_20_28_13982528712754417	0.7615890506233681	KI2L3_HUMAN	VTX-0859974	VTX-0859974_20_28
KI2L3_HUMAN_GRN_HUMAN_18_44_13982528712754417	0.8539593245161923	KI2L3_HUMAN	GRN_HUMAN	GRN_HUMAN_18_44
KI2L3_HUMAN_VTX-0039357_26_63_13982528712754417	0.7556360383152574	KI2L3_HUMAN	VTX-0039357	VTX-0039357_26_63
KI3L2_HUMAN_VTX-0027325_23_100_13982528712754417	0.8364313304798139	KI3L2_HUMAN	VTX-0027325	VTX-0027325_23_100
KI2S2_HUMAN_SCG3_HUMAN_35_52_13982528712754417	0.7972863004038203	KI2S2_HUMAN	SCG3_HUMAN	SCG3_HUMAN_35_52
KI2S2_HUMAN_GDF15_HUMAN_108_121_13982528712754417	0.7696298358129172	KI2S2_HUMAN	GDF15_HUMAN	GDF15_HUMAN_108_121
KI2S2_HUMAN_NUCB1_HUMAN_388_398_13982528712754417	0.8045642798944412	KI2S2_HUMAN	NUCB1_HUMAN	NUCB1_HUMAN_388_398
KI2S2_HUMAN_GRN_HUMAN_18_44_13982528712754417	0.8601808948192616	KI2S2_HUMAN	GRN_HUMAN	GRN_HUMAN_18_44
KI2S2_HUMAN_NICOL_HUMAN_73_95_13982528712754417	0.7816994181041959	KI2S2_HUMAN	NICOL_HUMAN	NICOL_HUMAN_73_95
KI2S2_HUMAN_SCG1_HUMAN_21_61_13982528712754417	0.764162425699283	KI2S2_HUMAN	SCG1_HUMAN	SCG1_HUMAN_21_61
KI2S2_HUMAN_VTX-0001904_22_90_13982528712754417	0.8466732137052858	KI2S2_HUMAN	VTX-0001904	VTX-0001904_22_90
KI2S2_HUMAN_VTX-0039357_26_63_13982528712754417	0.7605167953962206	KI2S2_HUMAN	VTX-0039357	VTX-0039357_26_63
KI2S4_HUMAN_SCG3_HUMAN_35_52_13982528712754417	0.7946617695568059	KI2S4_HUMAN	SCG3_HUMAN	SCG3_HUMAN_35_52
KI2S4_HUMAN_NUCB1_HUMAN_388_398_13982528712754417	0.8539302331108927	KI2S4_HUMAN	NUCB1_HUMAN	NUCB1_HUMAN_388_398
KI2S4_HUMAN_GRN_HUMAN_18_44_13982528712754417	0.8544911493101394	KI2S4_HUMAN	GRN_HUMAN	GRN_HUMAN_18_44
KI2S4_HUMAN_VTX-0851262_22_152_13982528712754417	0.7751517982737184	KI2S4_HUMAN	VTX-0851262	VTX-0851262_22_152
NOTC1_HUMAN_VTX-0869613_28_177_13982528712754417	0.7935155733951216	NOTC1_HUMAN	VTX-0869613	VTX-0869613_28_177
TNFL6_HUMAN_SMS_HUMAN_70_87_13982528712754417	0.7948893650911553	TNFL6_HUMAN	SMS_HUMAN	SMS_HUMAN_70_87
TNFL6_HUMAN_NUCB1_HUMAN_368_385_13982528712754417	0.8054197185270412	TNFL6_HUMAN	NUCB1_HUMAN	NUCB1_HUMAN_368_385
TNFL6_HUMAN_SMS_HUMAN_70_87_13982528712754417	0.7948893650911553	TNFL6_HUMAN	SMS_HUMAN	SMS_HUMAN_70_87
LEPR_HUMAN_SCG2_HUMAN_300_316_13982528712754417	0.7971116869769876	LEPR_HUMAN	SCG2_HUMAN	SCG2_HUMAN_300_316
LEPR_HUMAN_VTX-0864359_158_170_13982528712754417	0.7679915092592438	LEPR_HUMAN	VTX-0864359	VTX-0864359_158_170
MMP14_HUMAN_CMGA_HUMAN_342_355_13982528712754417	0.8958267584540955	MMP14_HUMAN	CMGA_HUMAN	CMGA_HUMAN_342_355
MMP14_HUMAN_NUCB1_HUMAN_164_176_13982528712754417	0.7583332224720292	MMP14_HUMAN	NUCB1_HUMAN	NUCB1_HUMAN_164_176
